bloque,bono_pagado,hachi_a_nuevo,hachi_a_referidor,nuevo_usuario,referidor,tx_hash
31577337,SI,500.0,500.0,0x00bfd5004d8503007C007BfB7500158500f90052,0xeD93898021C07797797c783Dd5cd096e1C8644d5,1dc1e0793a267618299f058fae12751f8d3396c0812d43d67791f93eafe23b80
